ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,STATUS_TARGET
5008981,F,Y,Y,0,618400.0,Working,Secondary / secondary special,Married,House / apartment,-12764,-1774,1,0,0,1,Sales staff,2,34.95,0,4.86,0
5008982,F,N,Y,0,278000.0,Working,Secondary / secondary special,Married,House / apartment,-12640,-5304,1,1,1,0,Laborers,2,34.61,0,14.52,0
5008983,M,N,N,0,246400.0,Working,Secondary / secondary special,Married,House / apartment,-8282,-1113,1,0,0,1,Unknown,2,22.67,0,3.05,1
5008984,M,Y,Y,0,159200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8234,-1444,1,0,0,0,Drivers,2,22.54,0,3.95,0
5008985,M,N,Y,0,440300.0,Pensioner,Higher education,Married,House / apartment,-19515,365243,1,0,1,0,Unknown,2,53.43,1,0.0,0
5008986,F,Y,Y,1,316200.0,Working,Higher education,Married,House / apartment,-10706,-374,1,1,0,0,Core staff,3,29.31,0,1.02,0
5008987,F,N,Y,0,334400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24171,-14557,1,0,1,0,Unknown,1,66.18,0,39.85,0
5008988,M,N,Y,0,189400.0,Working,Secondary / secondary special,Married,House / apartment,-22689,-14589,1,1,0,0,HR staff,2,62.12,0,39.94,0
5008989,F,N,Y,0,370500.0,State servant,Higher education,Single / not married,House / apartment,-13677,-6940,1,0,0,0,Laborers,1,37.45,0,19.0,0
5008990,F,N,N,0,385100.0,Working,Secondary / secondary special,Married,House / apartment,-14246,-385,1,0,1,0,Unknown,2,39.0,0,1.05,0
5008991,F,Y,N,0,174700.0,Working,Secondary / secondary special,Married,House / apartment,-13282,-740,1,0,0,0,Accountants,2,36.36,0,2.03,0
5008992,F,N,Y,0,120200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8992,-2177,1,0,1,0,Laborers,2,24.62,0,5.96,0
5008993,M,Y,Y,0,326500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7879,-792,1,0,0,0,Sales staff,1,21.57,0,2.17,0
5008994,M,Y,Y,2,111200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15562,365243,1,1,0,0,Unknown,3,42.61,1,0.0,1
5008995,F,N,Y,0,263400.0,Working,Lower secondary,Married,House / apartment,-24527,-17845,1,1,0,0,Sales staff,2,67.15,0,48.86,0
5008996,F,N,Y,0,195200.0,Working,Secondary / secondary special,Married,House / apartment,-24056,-16214,1,0,0,0,Unknown,2,65.86,0,44.39,0
5008997,F,N,N,0,449000.0,Working,Secondary / secondary special,Married,House / apartment,-22095,-4493,1,1,0,0,Managers,2,60.49,0,12.3,0
5008998,M,Y,Y,0,200600.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18785,365243,1,0,0,0,Unknown,2,51.43,1,0.0,1
5008999,M,N,N,0,424700.0,Pensioner,Higher education,Single / not married,House / apartment,-22942,365243,1,0,0,0,Unknown,1,62.81,1,0.0,0
5009000,F,N,N,1,188800.0,Pensioner,Higher education,Married,With parents,-16711,365243,1,0,1,1,Unknown,3,45.75,1,0.0,0
5009001,F,Y,N,2,402500.0,Working,Secondary / secondary special,Married,House / apartment,-10595,365243,1,0,0,0,Unknown,4,29.01,1,0.0,1
5009002,F,Y,Y,0,683900.0,Pensioner,Higher education,Single / not married,House / apartment,-19800,365243,1,0,1,0,Unknown,1,54.21,1,0.0,0
5009003,F,Y,Y,0,143100.0,Working,Secondary / secondary special,Married,House / apartment,-24118,-15112,1,0,1,0,Unknown,2,66.03,0,41.37,1
5009004,F,Y,Y,0,282500.0,Working,Secondary / secondary special,Married,House / apartment,-7663,-657,1,0,1,1,Laborers,2,20.98,0,1.8,0
5009005,M,N,Y,0,965000.0,Working,Secondary / secondary special,Married,House / apartment,-11897,-573,1,0,0,0,Sales staff,2,32.57,0,1.57,0
5009006,M,N,Y,0,252400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12153,-2351,1,0,1,0,Unknown,2,33.27,0,6.44,0
5009007,F,N,Y,0,251800.0,Working,Secondary / secondary special,Widow,House / apartment,-9114,-2300,1,0,0,0,Medicine staff,1,24.95,0,6.3,0
5009008,F,N,Y,0,362100.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-11423,365243,1,0,0,0,Unknown,1,31.27,1,0.0,0
5009009,M,Y,Y,0,249200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14317,-4390,1,0,1,0,Core staff,2,39.2,0,12.02,1
5009010,M,N,N,1,104000.0,Working,Secondary / secondary special,Married,House / apartment,-24469,-13157,1,0,0,1,High skill tech staff,3,66.99,0,36.02,0
5009011,F,N,Y,1,430000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23016,-10282,1,0,0,0,Unknown,2,63.01,0,28.15,0
5009012,M,N,Y,0,89700.0,Working,Secondary / secondary special,Married,House / apartment,-24581,-14843,1,0,0,0,Core staff,2,67.3,0,40.64,0
5009013,M,Y,Y,0,198200.0,Working,Secondary / secondary special,Married,With parents,-9507,-2800,1,1,0,0,Laborers,2,26.03,0,7.67,0
5009014,F,N,N,2,446500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7817,-660,1,0,0,0,Laborers,4,21.4,0,1.81,0
5009015,F,Y,Y,0,204300.0,Pensioner,Higher education,Married,House / apartment,-9312,365243,1,0,1,0,Unknown,2,25.49,1,0.0,0
5009016,F,Y,Y,1,172600.0,Working,Higher education,Married,With parents,-24002,-5280,1,0,0,0,Core staff,3,65.71,0,14.46,0
5009017,M,N,Y,0,378900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10181,365243,1,0,0,0,Unknown,2,27.87,1,0.0,0
5009018,F,Y,N,0,159500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17763,365243,1,0,0,0,Unknown,2,48.63,1,0.0,0
5009019,M,N,N,0,132500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11461,-3651,1,0,0,0,Cooking staff,2,31.38,0,10.0,0
5009020,M,N,Y,1,280000.0,Working,Higher education,Separated,With parents,-7682,365243,1,0,0,1,Unknown,2,21.03,1,0.0,0
5009021,F,N,Y,0,222800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8850,-1267,1,0,0,0,Low-skill Laborers,1,24.23,0,3.47,0
5009022,F,Y,Y,0,131100.0,Working,Higher education,Married,House / apartment,-20268,-1075,1,0,0,0,High skill tech staff,2,55.49,0,2.94,0
5009023,F,Y,Y,0,335700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10635,365243,1,0,0,0,Unknown,2,29.12,1,0.0,0
5009024,F,Y,Y,1,308000.0,Pensioner,Higher education,Single / not married,House / apartment,-11490,365243,1,0,0,1,Unknown,2,31.46,1,0.0,0
5009025,F,N,N,2,203900.0,Working,Secondary / secondary special,Separated,House / apartment,-14195,-4860,1,0,0,1,Drivers,3,38.86,0,13.31,0
5009026,M,Y,N,3,211000.0,State servant,Incomplete higher,Married,House / apartment,-19308,-4541,1,1,1,0,Core staff,5,52.86,0,12.43,1
5009027,F,Y,Y,2,308900.0,Working,Secondary / secondary special,Married,House / apartment,-15877,-2050,1,0,0,1,Laborers,4,43.47,0,5.61,0
5009028,M,Y,Y,0,442700.0,Pensioner,Higher education,Married,House / apartment,-24556,365243,1,1,0,0,Unknown,2,67.23,1,0.0,0
5009029,M,Y,Y,0,211900.0,Working,Secondary / secondary special,Married,House / apartment,-15234,-1599,1,0,1,0,Sales staff,2,41.71,0,4.38,0
5009030,F,N,N,0,338700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10942,365243,1,0,0,0,Unknown,2,29.96,1,0.0,0
5009031,F,N,N,0,323900.0,Working,Higher education,Separated,House / apartment,-17096,-32,1,0,1,1,Cooking staff,1,46.81,0,0.09,0
5009032,F,Y,Y,1,378900.0,Commercial associate,Higher education,Married,House / apartment,-15539,-1139,1,1,0,0,Unknown,3,42.54,0,3.12,0
5009033,F,N,Y,1,249000.0,Working,Secondary / secondary special,Married,House / apartment,-21680,-5041,1,0,0,0,Cleaning staff,3,59.36,0,13.8,0
5009034,F,N,Y,0,154700.0,Working,Secondary / secondary special,Separated,Municipal apartment,-24383,-1976,1,0,0,0,Accountants,1,66.76,0,5.41,0
5009035,F,N,Y,0,193700.0,Working,Higher education,Married,House / apartment,-22578,-14583,1,0,0,0,Unknown,2,61.82,0,39.93,0
5009036,F,N,N,2,289800.0,Pensioner,Higher education,Civil marriage,House / apartment,-14410,365243,1,0,0,0,Unknown,4,39.45,1,0.0,0
5009037,F,N,Y,0,606000.0,Working,Secondary / secondary special,Married,House / apartment,-11252,-1179,1,0,0,0,Unknown,2,30.81,0,3.23,0
5009038,M,N,N,0,191700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24006,-11607,1,0,0,0,Unknown,1,65.72,0,31.78,0
5009039,F,Y,Y,0,365100.0,Pensioner,Higher education,Married,House / apartment,-14353,365243,1,0,0,0,Unknown,2,39.3,1,0.0,0
5009040,M,N,N,0,207200.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21371,365243,1,1,0,0,Unknown,1,58.51,1,0.0,0
5009041,M,N,Y,0,258000.0,Working,Higher education,Married,House / apartment,-25376,-9977,1,0,1,0,Drivers,2,69.48,0,27.32,0
5009042,F,Y,N,0,520800.0,Pensioner,Higher education,Married,House / apartment,-17851,365243,1,1,1,0,Unknown,2,48.87,1,0.0,0
5009043,M,Y,Y,0,357800.0,Working,Higher education,Married,House / apartment,-16069,-4929,1,0,0,0,Low-skill Laborers,2,43.99,0,13.49,0
5009044,F,N,Y,3,131200.0,Commercial associate,Higher education,Married,House / apartment,-20086,-4701,1,0,0,0,Unknown,5,54.99,0,12.87,1
5009045,F,N,Y,0,183400.0,Commercial associate,Incomplete higher,Married,House / apartment,-10847,-3157,1,0,1,0,Managers,2,29.7,0,8.64,0
5009046,F,N,Y,0,457500.0,Working,Higher education,Widow,House / apartment,-16221,-3615,1,0,1,0,Sales staff,1,44.41,0,9.9,0
5009047,F,N,Y,2,262100.0,Working,Higher education,Married,House / apartment,-13009,-6162,1,1,0,0,Unknown,4,35.62,0,16.87,0
5009048,M,N,Y,0,137500.0,Working,Secondary / secondary special,Married,House / apartment,-10304,-1521,1,0,0,0,Core staff,2,28.21,0,4.16,0
5009049,F,N,N,0,162100.0,Working,Secondary / secondary special,Married,Office apartment,-18448,-7234,1,0,0,0,Unknown,2,50.51,0,19.81,0
5009050,F,N,Y,1,347000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-17819,365243,1,0,0,0,Unknown,3,48.79,1,0.0,0
5009051,F,N,N,0,401400.0,Working,Secondary / secondary special,Married,House / apartment,-21206,-10435,1,1,1,0,Sales staff,2,58.06,0,28.57,0
5009052,F,N,N,1,246300.0,State servant,Secondary / secondary special,Widow,With parents,-23248,-11128,1,0,0,0,Laborers,2,63.65,0,30.47,0
5009053,F,N,Y,0,841700.0,Working,Secondary / secondary special,Married,House / apartment,-11330,-2307,1,0,0,0,Unknown,2,31.02,0,6.32,0
5009054,M,Y,Y,0,368600.0,State servant,Secondary / secondary special,Married,House / apartment,-21544,-6700,1,1,1,0,Managers,2,58.98,0,18.34,0
5009055,F,N,Y,0,216100.0,Commercial associate,Higher education,Married,Office apartment,-14014,-3134,1,0,0,0,Sales staff,2,38.37,0,8.58,0
5009056,F,N,Y,0,162400.0,Pensioner,Higher education,Single / not married,House / apartment,-18789,365243,1,1,0,0,Unknown,1,51.44,1,0.0,0
5009057,M,Y,Y,1,149900.0,Working,Higher education,Married,House / apartment,-22833,365243,1,0,1,0,Unknown,3,62.51,1,0.0,1
5009058,M,N,N,0,288700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11984,-367,1,1,1,0,Unknown,1,32.81,0,1.0,0
5009059,F,N,Y,2,191200.0,Working,Secondary / secondary special,Married,House / apartment,-18280,-9174,1,0,0,1,Laborers,4,50.05,0,25.12,0
5009060,F,Y,Y,1,563700.0,Working,Secondary / secondary special,Married,House / apartment,-16077,-288,1,1,0,0,Unknown,3,44.02,0,0.79,0
5009061,F,N,Y,0,508200.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21743,-13704,1,0,0,1,Laborers,1,59.53,0,37.52,0
5009062,F,N,N,1,335000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20038,-9022,1,0,1,0,High skill tech staff,3,54.86,0,24.7,0
5009063,M,N,Y,0,135400.0,Working,Secondary / secondary special,Married,House / apartment,-21360,-6622,1,0,1,0,Laborers,2,58.48,0,18.13,0
5009064,F,Y,Y,0,174400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12564,-1362,1,0,0,0,Managers,1,34.4,0,3.73,0
5009065,F,N,Y,1,457400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20168,-4103,1,1,0,1,Unknown,3,55.22,0,11.23,0
5009066,M,N,Y,0,184200.0,Working,Secondary / secondary special,Married,House / apartment,-18369,-6197,1,0,0,0,Drivers,2,50.29,0,16.97,0
5009067,F,Y,N,0,427900.0,Working,Secondary / secondary special,Married,House / apartment,-15645,-6229,1,0,0,0,Sales staff,2,42.83,0,17.05,0
5009068,F,N,N,0,309500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-14215,-1129,1,0,0,0,Unknown,1,38.92,0,3.09,0
5009069,F,N,Y,0,250500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13361,-929,1,0,0,0,Managers,2,36.58,0,2.54,0
5009070,F,Y,Y,0,171800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7482,365243,1,0,0,0,Unknown,2,20.48,1,0.0,1
5009071,F,N,Y,0,232900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10402,-1197,1,0,1,0,Managers,2,28.48,0,3.28,0
5009072,F,N,Y,0,268400.0,Pensioner,Secondary / secondary special,Married,Co-op apartment,-8382,365243,1,0,0,0,Unknown,2,22.95,1,0.0,0
5009073,M,Y,Y,0,409100.0,Working,Lower secondary,Civil marriage,House / apartment,-22798,-930,1,1,0,0,Laborers,2,62.42,0,2.55,0
5009074,F,Y,Y,0,156800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23012,365243,1,0,0,0,Unknown,2,63.0,1,0.0,0
5009075,F,Y,Y,0,214100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22759,-4902,1,0,0,0,Drivers,1,62.31,0,13.42,0
5009076,F,Y,N,0,249700.0,Working,Higher education,Married,House / apartment,-22242,-11953,1,0,0,0,Laborers,2,60.9,0,32.73,0
5009077,F,N,Y,1,340000.0,Working,Secondary / secondary special,Married,House / apartment,-11347,-1967,1,0,1,0,Unknown,3,31.07,0,5.39,0
5009078,F,N,N,0,155000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16286,365243,1,1,1,0,Unknown,2,44.59,1,0.0,0
5009079,F,Y,Y,0,126400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23884,-3696,1,1,1,0,High skill tech staff,2,65.39,0,10.12,0
5009080,F,Y,Y,0,342000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21181,-11482,1,0,0,0,Unknown,1,57.99,0,31.44,0
5009081,F,Y,N,0,114300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7338,-160,1,0,0,0,Unknown,1,20.09,0,0.44,0
5009082,F,N,Y,0,464100.0,Working,Secondary / secondary special,Married,House / apartment,-15695,-7836,1,0,1,0,Laborers,2,42.97,0,21.45,0
5009083,F,Y,Y,2,225800.0,Working,Higher education,Married,House / apartment,-7500,-254,1,0,0,0,Managers,4,20.53,0,0.7,0
5009084,F,N,Y,2,112600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12431,-609,1,0,1,1,Sales staff,4,34.03,0,1.67,0
5009085,M,N,Y,1,192000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15263,-3730,1,0,1,0,Cleaning staff,2,41.79,0,10.21,0
5009086,F,Y,N,2,295100.0,State servant,Higher education,Married,House / apartment,-23612,-4562,1,0,0,0,Laborers,4,64.65,0,12.49,0
5009087,M,N,N,0,187000.0,State servant,Lower secondary,Married,House / apartment,-19256,-9995,1,1,0,0,Unknown,2,52.72,0,27.36,0
5009088,F,N,Y,0,246600.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13925,-1964,1,0,0,0,Sales staff,2,38.12,0,5.38,0
5009089,M,N,Y,1,353500.0,Working,Secondary / secondary special,Married,House / apartment,-16266,-7037,1,1,0,0,Cooking staff,3,44.53,0,19.27,0
5009090,F,N,Y,0,220700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22233,-13308,1,0,1,0,Sales staff,2,60.87,0,36.44,0
5009091,F,Y,Y,1,152800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12777,-4294,1,0,0,1,Unknown,2,34.98,0,11.76,1
5009092,M,Y,Y,1,210200.0,Working,Higher education,Single / not married,House / apartment,-18537,-9681,1,0,0,0,Managers,2,50.75,0,26.51,0
5009093,F,N,Y,4,495300.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-12094,-2157,1,1,1,0,Unknown,5,33.11,0,5.91,1
5009094,M,Y,Y,0,566900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-16070,-4961,1,0,0,0,Core staff,1,44.0,0,13.58,0
5009095,M,Y,Y,1,88900.0,Pensioner,Higher education,Married,House / apartment,-7755,365243,1,0,1,0,Unknown,3,21.23,1,0.0,0
5009096,F,Y,Y,0,421200.0,Working,Secondary / secondary special,Married,House / apartment,-22870,-828,1,0,0,0,Unknown,2,62.61,0,2.27,1
5009097,F,Y,Y,0,276700.0,Working,Secondary / secondary special,Married,House / apartment,-8188,-1314,1,0,1,0,Unknown,2,22.42,0,3.6,0
5009098,M,N,Y,0,387500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11402,365243,1,1,0,0,Unknown,2,31.22,1,0.0,0
5009099,F,Y,N,1,185400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13396,365243,1,1,0,0,Unknown,3,36.68,1,0.0,0
5009100,F,N,N,2,100800.0,Working,Secondary / secondary special,Married,House / apartment,-18722,-6885,1,0,0,0,Sales staff,4,51.26,0,18.85,0
5009101,M,N,Y,0,327000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20455,-1867,1,1,0,0,Laborers,2,56.0,0,5.11,0
5009102,F,N,Y,0,152500.0,Commercial associate,Higher education,Married,House / apartment,-8774,-675,1,0,0,0,Sales staff,2,24.02,0,1.85,0
5009103,M,Y,N,0,121900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8099,365243,1,0,0,0,Unknown,2,22.17,1,0.0,0
5009104,M,N,N,3,126300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21897,-2462,1,0,1,0,Unknown,4,59.95,0,6.74,0
5009105,F,Y,N,0,329700.0,Pensioner,Higher education,Separated,House / apartment,-20311,365243,1,1,1,0,Unknown,1,55.61,1,0.0,0
5009106,F,N,Y,0,261800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22491,-6605,1,1,1,0,Security staff,2,61.58,0,18.08,0
5009107,F,N,N,0,361000.0,Working,Secondary / secondary special,Married,House / apartment,-19660,-3843,1,0,1,0,Medicine staff,2,53.83,0,10.52,0
5009108,F,N,Y,0,341100.0,Commercial associate,Secondary / secondary special,Married,With parents,-21020,-1907,1,0,0,0,Unknown,2,57.55,0,5.22,0
5009109,F,N,N,0,197800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14227,-882,1,0,0,0,Sales staff,2,38.95,0,2.41,0
5009110,F,N,N,0,235700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18083,365243,1,1,0,0,Unknown,2,49.51,1,0.0,1
5009111,M,Y,Y,2,189000.0,Working,Secondary / secondary special,Married,House / apartment,-22013,-8940,1,0,0,1,Medicine staff,4,60.27,0,24.48,0
5009112,F,N,N,1,219800.0,State servant,Secondary / secondary special,Married,House / apartment,-10448,-1329,1,1,1,1,Managers,3,28.61,0,3.64,0
5009113,M,N,Y,0,150500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15027,-7541,1,0,1,0,Unknown,1,41.14,0,20.65,0
5009114,F,Y,N,3,296800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20828,-4970,1,0,1,0,Sales staff,4,57.02,0,13.61,0
5009115,M,N,Y,0,417900.0,Commercial associate,Higher education,Married,House / apartment,-17032,-8075,1,0,1,0,Sales staff,2,46.63,0,22.11,0
5009116,M,N,N,0,162300.0,Working,Higher education,Married,House / apartment,-19754,-5047,1,0,0,0,Laborers,2,54.08,0,13.82,0
5009117,F,N,Y,0,463300.0,Working,Secondary / secondary special,Married,House / apartment,-12654,-3629,1,0,1,0,Core staff,2,34.64,0,9.94,0
5009118,F,N,N,0,258400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7896,365243,1,0,0,0,Unknown,2,21.62,1,0.0,0
5009119,F,N,Y,1,275400.0,Commercial associate,Higher education,Separated,House / apartment,-7837,-395,1,0,1,0,Low-skill Laborers,2,21.46,0,1.08,0
5009120,F,Y,Y,0,104400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24523,-8675,1,0,0,0,Sales staff,2,67.14,0,23.75,0
5009121,M,N,Y,0,98900.0,Working,Lower secondary,Married,House / apartment,-24555,-2696,1,0,0,0,Laborers,2,67.23,0,7.38,0
5009122,M,Y,N,1,262400.0,Working,Secondary / secondary special,Married,House / apartment,-11164,-612,1,0,0,0,Laborers,3,30.57,0,1.68,0
5009123,M,N,Y,0,362300.0,Working,Higher education,Married,House / apartment,-9998,-1503,1,0,0,0,Core staff,2,27.37,0,4.11,0
5009124,F,Y,Y,1,174500.0,State servant,Secondary / secondary special,Married,House / apartment,-7636,-1042,1,0,0,0,Core staff,3,20.91,0,2.85,0
5009125,F,Y,Y,1,562700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-11528,365243,1,0,0,0,Unknown,2,31.56,1,0.0,0
5009126,F,N,N,0,352500.0,State servant,Incomplete higher,Single / not married,House / apartment,-13411,-3308,1,0,1,0,IT staff,1,36.72,0,9.06,0
