ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009015,F,Y,Y,0,204300.0,Pensioner,Higher education,Married,House / apartment,-9312,365243,1,0,1,0,,2.0
5009016,F,Y,Y,1,172600.0,Working,Higher education,Married,With parents,-24002,-5280,1,0,0,0,Core staff,3.0
5009017,M,N,Y,0,378900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10181,365243,1,0,0,0,,2.0
5009018,F,Y,N,0,159500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17763,365243,1,0,0,0,,2.0
5009019,M,N,N,0,132500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11461,-3651,1,0,0,0,Cooking staff,2.0
5009020,M,N,Y,1,280000.0,Working,Higher education,Separated,With parents,-7682,365243,1,0,0,1,,2.0
5009021,F,N,Y,0,222800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8850,-1267,1,0,0,0,Low-skill Laborers,1.0
5009022,F,Y,Y,0,131100.0,Working,Higher education,Married,House / apartment,-20268,-1075,1,0,0,0,High skill tech staff,2.0
5009023,F,Y,Y,0,335700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10635,365243,1,0,0,0,,2.0
5009024,F,Y,Y,1,308000.0,Pensioner,Higher education,Single / not married,House / apartment,-11490,365243,1,0,0,1,,2.0
5009025,F,N,N,2,203900.0,Working,Secondary / secondary special,Separated,House / apartment,-14195,-4860,1,0,0,1,Drivers,3.0
5009026,M,Y,N,3,211000.0,State servant,Incomplete higher,Married,House / apartment,-19308,-4541,1,1,1,0,Core staff,5.0
5009027,F,Y,Y,2,308900.0,Working,Secondary / secondary special,Married,House / apartment,-15877,-2050,1,0,0,1,Laborers,4.0
5009028,M,Y,Y,0,442700.0,Pensioner,Higher education,Married,House / apartment,-24556,365243,1,1,0,0,,2.0
5009029,M,Y,Y,0,211900.0,Working,Secondary / secondary special,Married,House / apartment,-15234,-1599,1,0,1,0,Sales staff,2.0
5009030,F,N,N,0,338700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10942,365243,1,0,0,0,,2.0
5009031,F,N,N,0,323900.0,Working,Higher education,Separated,House / apartment,-17096,-32,1,0,1,1,Cooking staff,1.0
5009032,F,Y,Y,1,378900.0,Commercial associate,Higher education,Married,House / apartment,-15539,-1139,1,1,0,0,,3.0
5009033,F,N,Y,1,249000.0,Working,Secondary / secondary special,Married,House / apartment,-21680,-5041,1,0,0,0,Cleaning staff,3.0
5009034,F,N,Y,0,154700.0,Working,Secondary / secondary special,Separated,Municipal apartment,-24383,-1976,1,0,0,0,Accountants,1.0
5009035,F,N,Y,0,193700.0,Working,Higher education,Married,House / apartment,-22578,-14583,1,0,0,0,,2.0
5009036,F,N,N,2,289800.0,Pensioner,Higher education,Civil marriage,House / apartment,-14410,365243,1,0,0,0,,4.0
5009037,F,N,Y,0,606000.0,Working,Secondary / secondary special,Married,House / apartment,-11252,-1179,1,0,0,0,,2.0
5009038,M,N,N,0,191700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24006,-11607,1,0,0,0,,1.0
5009039,F,Y,Y,0,365100.0,Pensioner,Higher education,Married,House / apartment,-14353,365243,1,0,0,0,,2.0
5009040,M,N,N,0,207200.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21371,365243,1,1,0,0,,1.0
5009041,M,N,Y,0,258000.0,Working,Higher education,Married,House / apartment,-25376,-9977,1,0,1,0,Drivers,2.0
5009042,F,Y,N,0,520800.0,Pensioner,Higher education,Married,House / apartment,-17851,365243,1,1,1,0,,2.0
5009043,M,Y,Y,0,357800.0,Working,Higher education,Married,House / apartment,-16069,-4929,1,0,0,0,Low-skill Laborers,2.0
5009044,F,N,Y,3,131200.0,Commercial associate,Higher education,Married,House / apartment,-20086,-4701,1,0,0,0,,5.0
5009045,F,N,Y,0,183400.0,Commercial associate,Incomplete higher,Married,House / apartment,-10847,-3157,1,0,1,0,Managers,2.0
5009046,F,N,Y,0,457500.0,Working,Higher education,Widow,House / apartment,-16221,-3615,1,0,1,0,Sales staff,1.0
5009047,F,N,Y,2,262100.0,Working,Higher education,Married,House / apartment,-13009,-6162,1,1,0,0,,4.0
5009048,M,N,Y,0,137500.0,Working,Secondary / secondary special,Married,House / apartment,-10304,-1521,1,0,0,0,Core staff,2.0
5009049,F,N,N,0,162100.0,Working,Secondary / secondary special,Married,Office apartment,-18448,-7234,1,0,0,0,,2.0
5009050,F,N,Y,1,347000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-17819,365243,1,0,0,0,,3.0
5009051,F,N,N,0,401400.0,Working,Secondary / secondary special,Married,House / apartment,-21206,-10435,1,1,1,0,Sales staff,2.0
5009052,F,N,N,1,246300.0,State servant,Secondary / secondary special,Widow,With parents,-23248,-11128,1,0,0,0,Laborers,2.0
5009053,F,N,Y,0,841700.0,Working,Secondary / secondary special,Married,House / apartment,-11330,-2307,1,0,0,0,,2.0
5009054,M,Y,Y,0,368600.0,State servant,Secondary / secondary special,Married,House / apartment,-21544,-6700,1,1,1,0,Managers,2.0
5009055,F,N,Y,0,216100.0,Commercial associate,Higher education,Married,Office apartment,-14014,-3134,1,0,0,0,Sales staff,2.0
5009056,F,N,Y,0,162400.0,Pensioner,Higher education,Single / not married,House / apartment,-18789,365243,1,1,0,0,,1.0
5009057,M,Y,Y,1,149900.0,Working,Higher education,Married,House / apartment,-22833,365243,1,0,1,0,,3.0
5009058,M,N,N,0,288700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11984,-367,1,1,1,0,,1.0
5009059,F,N,Y,2,191200.0,Working,Secondary / secondary special,Married,House / apartment,-18280,-9174,1,0,0,1,Laborers,4.0
5009060,F,Y,Y,1,563700.0,Working,Secondary / secondary special,Married,House / apartment,-16077,-288,1,1,0,0,,3.0
5009061,F,N,Y,0,508200.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21743,-13704,1,0,0,1,Laborers,1.0
5009062,F,N,N,1,335000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20038,-9022,1,0,1,0,High skill tech staff,3.0
5009063,M,N,Y,0,135400.0,Working,Secondary / secondary special,Married,House / apartment,-21360,-6622,1,0,1,0,Laborers,2.0
5009064,F,Y,Y,0,174400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12564,-1362,1,0,0,0,Managers,1.0
5009065,F,N,Y,1,457400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20168,-4103,1,1,0,1,,3.0
5009066,M,N,Y,0,184200.0,Working,Secondary / secondary special,Married,House / apartment,-18369,-6197,1,0,0,0,Drivers,2.0
5009067,F,Y,N,0,427900.0,Working,Secondary / secondary special,Married,House / apartment,-15645,-6229,1,0,0,0,Sales staff,2.0
5009068,F,N,N,0,309500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-14215,-1129,1,0,0,0,,1.0
5009069,F,N,Y,0,250500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13361,-929,1,0,0,0,Managers,2.0
5009070,F,Y,Y,0,171800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7482,365243,1,0,0,0,,2.0
5009071,F,N,Y,0,232900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10402,-1197,1,0,1,0,Managers,2.0
5009072,F,N,Y,0,268400.0,Pensioner,Secondary / secondary special,Married,Co-op apartment,-8382,365243,1,0,0,0,,2.0
5009073,M,Y,Y,0,409100.0,Working,Lower secondary,Civil marriage,House / apartment,-22798,-930,1,1,0,0,Laborers,2.0
5009074,F,Y,Y,0,156800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23012,365243,1,0,0,0,,2.0
5009075,F,Y,Y,0,214100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22759,-4902,1,0,0,0,Drivers,1.0
5009076,F,Y,N,0,249700.0,Working,Higher education,Married,House / apartment,-22242,-11953,1,0,0,0,Laborers,2.0
5009077,F,N,Y,1,340000.0,Working,Secondary / secondary special,Married,House / apartment,-11347,-1967,1,0,1,0,,3.0
5009078,F,N,N,0,155000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16286,365243,1,1,1,0,,2.0
5009079,F,Y,Y,0,126400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23884,-3696,1,1,1,0,High skill tech staff,2.0
5009080,F,Y,Y,0,342000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21181,-11482,1,0,0,0,,1.0
5009081,F,Y,N,0,114300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7338,-160,1,0,0,0,,1.0
5009082,F,N,Y,0,464100.0,Working,Secondary / secondary special,Married,House / apartment,-15695,-7836,1,0,1,0,Laborers,2.0
5009083,F,Y,Y,2,225800.0,Working,Higher education,Married,House / apartment,-7500,-254,1,0,0,0,Managers,4.0
5009084,F,N,Y,2,112600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12431,-609,1,0,1,1,Sales staff,4.0
5009085,M,N,Y,1,192000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15263,-3730,1,0,1,0,Cleaning staff,2.0
5009086,F,Y,N,2,295100.0,State servant,Higher education,Married,House / apartment,-23612,-4562,1,0,0,0,Laborers,4.0
5009087,M,N,N,0,187000.0,State servant,Lower secondary,Married,House / apartment,-19256,-9995,1,1,0,0,,2.0
5009088,F,N,Y,0,246600.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13925,-1964,1,0,0,0,Sales staff,2.0
5009089,M,N,Y,1,353500.0,Working,Secondary / secondary special,Married,House / apartment,-16266,-7037,1,1,0,0,Cooking staff,3.0
5009090,F,N,Y,0,220700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22233,-13308,1,0,1,0,Sales staff,2.0
5009091,F,Y,Y,1,152800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12777,-4294,1,0,0,1,,2.0
5009092,M,Y,Y,1,210200.0,Working,Higher education,Single / not married,House / apartment,-18537,-9681,1,0,0,0,Managers,2.0
5009093,F,N,Y,4,495300.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-12094,-2157,1,1,1,0,,5.0
5009094,M,Y,Y,0,566900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-16070,-4961,1,0,0,0,Core staff,1.0
5009095,M,Y,Y,1,88900.0,Pensioner,Higher education,Married,House / apartment,-7755,365243,1,0,1,0,,3.0
5009096,F,Y,Y,0,421200.0,Working,Secondary / secondary special,Married,House / apartment,-22870,-828,1,0,0,0,,2.0
5009097,F,Y,Y,0,276700.0,Working,Secondary / secondary special,Married,House / apartment,-8188,-1314,1,0,1,0,,2.0
5009098,M,N,Y,0,387500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11402,365243,1,1,0,0,,2.0
5009099,F,Y,N,1,185400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13396,365243,1,1,0,0,,3.0
5009100,F,N,N,2,100800.0,Working,Secondary / secondary special,Married,House / apartment,-18722,-6885,1,0,0,0,Sales staff,4.0
5009101,M,N,Y,0,327000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20455,-1867,1,1,0,0,Laborers,2.0
5009102,F,N,Y,0,152500.0,Commercial associate,Higher education,Married,House / apartment,-8774,-675,1,0,0,0,Sales staff,2.0
5009103,M,Y,N,0,121900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8099,365243,1,0,0,0,,2.0
5009104,M,N,N,3,126300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21897,-2462,1,0,1,0,,4.0
5009105,F,Y,N,0,329700.0,Pensioner,Higher education,Separated,House / apartment,-20311,365243,1,1,1,0,,1.0
5009106,F,N,Y,0,261800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22491,-6605,1,1,1,0,Security staff,2.0
5009107,F,N,N,0,361000.0,Working,Secondary / secondary special,Married,House / apartment,-19660,-3843,1,0,1,0,Medicine staff,2.0
5009108,F,N,Y,0,341100.0,Commercial associate,Secondary / secondary special,Married,With parents,-21020,-1907,1,0,0,0,,2.0
5009109,F,N,N,0,197800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14227,-882,1,0,0,0,Sales staff,2.0
5009110,F,N,N,0,235700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18083,365243,1,1,0,0,,2.0
5009111,M,Y,Y,2,189000.0,Working,Secondary / secondary special,Married,House / apartment,-22013,-8940,1,0,0,1,Medicine staff,4.0
5009112,F,N,N,1,219800.0,State servant,Secondary / secondary special,Married,House / apartment,-10448,-1329,1,1,1,1,Managers,3.0
5009113,M,N,Y,0,150500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15027,-7541,1,0,1,0,,1.0
5009114,F,Y,N,3,296800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20828,-4970,1,0,1,0,Sales staff,4.0
5009115,M,N,Y,0,417900.0,Commercial associate,Higher education,Married,House / apartment,-17032,-8075,1,0,1,0,Sales staff,2.0
5009116,M,N,N,0,162300.0,Working,Higher education,Married,House / apartment,-19754,-5047,1,0,0,0,Laborers,2.0
5009117,F,N,Y,0,463300.0,Working,Secondary / secondary special,Married,House / apartment,-12654,-3629,1,0,1,0,Core staff,2.0
5009118,F,N,N,0,258400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7896,365243,1,0,0,0,,2.0
5009119,F,N,Y,1,275400.0,Commercial associate,Higher education,Separated,House / apartment,-7837,-395,1,0,1,0,Low-skill Laborers,2.0
5009120,F,Y,Y,0,104400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24523,-8675,1,0,0,0,Sales staff,2.0
5009121,M,N,Y,0,98900.0,Working,Lower secondary,Married,House / apartment,-24555,-2696,1,0,0,0,Laborers,2.0
5009122,M,Y,N,1,262400.0,Working,Secondary / secondary special,Married,House / apartment,-11164,-612,1,0,0,0,Laborers,3.0
5009123,M,N,Y,0,362300.0,Working,Higher education,Married,House / apartment,-9998,-1503,1,0,0,0,Core staff,2.0
5009124,F,Y,Y,1,174500.0,State servant,Secondary / secondary special,Married,House / apartment,-7636,-1042,1,0,0,0,Core staff,3.0
5009125,F,Y,Y,1,562700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-11528,365243,1,0,0,0,,2.0
5009126,F,N,N,0,352500.0,State servant,Incomplete higher,Single / not married,House / apartment,-13411,-3308,1,0,1,0,IT staff,1.0
5009127,M,N,Y,1,155000.0,Working,Incomplete higher,Married,House / apartment,-11711,-3604,1,1,1,0,,3.0
5009128,F,Y,Y,0,247900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21867,-9917,1,1,0,0,Core staff,2.0
5009129,F,N,Y,0,842300.0,Working,Higher education,Single / not married,House / apartment,-20991,-8139,1,0,1,0,,1.0
5009130,F,Y,Y,0,131200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8785,365243,1,0,1,0,,2.0
5009131,F,Y,Y,0,317900.0,Working,Secondary / secondary special,Married,House / apartment,-20040,-5041,1,1,0,0,IT staff,2.0
5009132,F,N,Y,2,207800.0,Working,Secondary / secondary special,Married,House / apartment,-16812,-3929,1,0,0,0,Laborers,4.0
5009133,M,N,N,0,347600.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9719,-1557,1,0,1,0,Medicine staff,2.0
5009134,F,Y,N,0,460100.0,Working,Higher education,Married,House / apartment,-20811,-3172,1,0,1,0,Core staff,2.0
5009135,F,Y,Y,2,201300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8876,-877,1,0,0,0,Laborers,4.0
5009136,M,Y,Y,0,427200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10540,-1559,1,0,0,0,Laborers,2.0
5009137,M,Y,Y,0,741200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10030,-3000,1,0,1,0,Core staff,2.0
5009138,M,N,Y,0,252400.0,State servant,Secondary / secondary special,Married,House / apartment,-24454,-8897,1,0,0,0,Core staff,2.0
5009139,M,N,N,1,361500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20055,-1757,1,0,0,1,Waiters/barmen staff,2.0
5009140,F,Y,Y,0,181700.0,Working,Secondary / secondary special,Married,House / apartment,-14816,-3983,1,0,0,0,,2.0
5009141,F,N,Y,0,246500.0,Pensioner,Higher education,Single / not married,House / apartment,-22321,365243,1,0,0,0,,1.0
5009142,F,N,Y,0,223500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11249,-3830,1,1,0,0,Core staff,2.0
5009143,M,Y,N,0,363600.0,Working,Secondary / secondary special,Married,House / apartment,-24309,-10722,1,0,0,0,Laborers,2.0
5009144,F,N,Y,1,445900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20034,365243,1,0,0,0,,2.0
5009145,F,N,Y,0,231100.0,Working,Secondary / secondary special,Married,House / apartment,-17524,-9753,1,0,0,0,Laborers,2.0
5009146,M,Y,Y,0,525600.0,Working,Secondary / secondary special,Married,Rented apartment,-21817,-6355,1,0,0,0,,2.0
5009147,F,Y,N,0,524700.0,Working,Secondary / secondary special,Married,House / apartment,-19080,-2917,1,1,1,0,Core staff,2.0
5009148,F,N,N,1,372800.0,Working,Secondary / secondary special,Married,House / apartment,-23506,-5786,1,0,1,0,,3.0
5009149,F,N,Y,1,188600.0,Working,Higher education,Civil marriage,House / apartment,-22447,-14149,1,0,1,0,,3.0
5009150,F,Y,Y,0,179800.0,Working,Secondary / secondary special,Married,House / apartment,-10918,-4137,1,0,0,1,Managers,2.0
5009151,M,Y,N,0,162600.0,Working,Higher education,Married,House / apartment,-11682,-772,1,0,0,0,,2.0
5009152,F,N,Y,0,392400.0,Working,Secondary / secondary special,Married,House / apartment,-8494,-947,1,1,0,1,Cleaning staff,2.0
5009153,F,N,Y,0,133200.0,Working,Secondary / secondary special,Married,Municipal apartment,-11326,-3479,1,0,1,0,Sales staff,2.0
5009154,F,N,Y,0,342500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13578,-4585,1,1,0,0,Sales staff,1.0
5009155,F,N,Y,0,142200.0,Working,Secondary / secondary special,Married,House / apartment,-7831,-151,1,0,0,0,Laborers,2.0
5009156,F,Y,Y,0,368500.0,Working,Secondary / secondary special,Married,House / apartment,-13057,-1173,1,0,0,1,Laborers,2.0
5009157,M,N,N,2,246200.0,Working,Incomplete higher,Married,House / apartment,-21395,-7867,1,1,0,0,,4.0
5009158,M,N,Y,0,475600.0,Working,Secondary / secondary special,Married,House / apartment,-22651,-11518,1,0,1,1,Laborers,2.0
5009159,F,N,Y,1,432000.0,Working,Secondary / secondary special,Married,House / apartment,-7467,-673,1,0,0,0,Drivers,3.0
5009160,M,Y,N,0,500300.0,Working,Secondary / secondary special,Married,House / apartment,-7436,-525,1,0,0,0,Laborers,2.0
5009161,F,N,Y,2,506800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9977,-2088,1,0,1,0,Laborers,4.0
5009162,F,N,Y,0,262300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23240,-15007,1,0,0,0,High skill tech staff,1.0
5009163,F,N,Y,0,136800.0,State servant,Higher education,Single / not married,Municipal apartment,-15875,-1138,1,0,0,0,Medicine staff,1.0
5009164,F,N,N,1,144200.0,Working,Secondary / secondary special,Married,House / apartment,-25255,365243,1,0,1,0,,3.0
5009165,F,Y,N,0,86000.0,Working,Higher education,Married,House / apartment,-23510,-7390,1,0,0,0,Medicine staff,2.0
5009166,F,N,N,0,142000.0,Working,Secondary / secondary special,Married,House / apartment,-23561,-11613,1,0,1,0,Sales staff,2.0
5009167,F,N,N,0,252700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9651,-642,1,1,0,0,Managers,2.0
